ID,first_year,last_year
USC00415247,1963,2023
USC00415263,1953,1966
USC00415265,1966,2024
USC00415271,1937,2012
USC00415272,1891,2024
USC00415341,1902,2024
USC00415344,2002,2024
USC00415398,1962,1986
USC00415409,2012,2024
USC00415410,1913,1964
USC00415415,1997,2016
USC00415429,1882,2024
USC00415435,2001,2024
USC00415454,1976,2007
USC00415477,1942,2024
USC00415561,1944,1964
USC00415579,1896,2022
USC00415596,1958,2008
USC00415611,1902,2016
USC00415618,1893,2024
USC00415650,1957,2024
USC00415658,1948,2024
USC00415659,1927,2016
USC00415661,1964,2024
USC00415670,1944,1965
USC00415701,1941,2024
USC00415707,1932,2023
USC00415721,1941,2024
USC00415742,1966,2024
USC00415757,1893,2012
USC00415766,1903,2024
USC00415770,1907,2008
USC00415821,1905,2024
USC00415822,1896,2019
USC00415836,1914,2013
USC00415852,2003,2022
USC00415859,1964,1987
USC00415861,2008,2023
USC00415869,1904,2003
USC00415875,1905,2006
USC00415888,1981,1995
USC00415891,1894,2017
USC00415954,2004,2024
USC00415956,1966,2000
USC00415972,1911,1994
USC00415999,1959,2008
USC00416014,1944,1964
USC00416074,1962,2024
USC00416104,1935,2024
USC00416108,1905,2024
USC00416119,1966,2024
USC00416135,1927,2024
USC00416137,1980,2024
USC00416146,1937,2003
USC00416176,1900,1973
USC00416177,1973,2024
USC00416205,1909,1976
USC00416210,1963,2024
USC00416273,2010,2024
USC00416276,1854,2017
USC00416286,1946,1999
USC00416368,1948,2024
USC00416499,1975,2008
USC00416502,1950,2023
USC00416636,1956,2011
USC00416644,1942,2024
USC00416664,1897,1986
USC00416680,1986,2024
USC00416733,2004,2020
USC00416734,1948,2013
USC00416737,1914,1928
USC00416740,1954,2024
USC00416742,1996,2024
USC00416747,1963,2024
USC00416776,1964,2024
USC00416780,1965,2011
USC00416781,1981,2002
USC00416785,1961,2017
USC00416792,1955,2024
USC00416794,1896,2024
USC00416879,1902,2024
USC00416892,1904,2000
USC00416932,1963,2013
USC00416950,1906,2022
USC00416959,1967,2024
USC00417020,1904,2014
USC00417028,1960,2003
USC00417044,1987,2011
USC00417074,1946,2024
USC00417079,1889,2024
USC00417081,2000,2024
USC00417111,1990,2024
USC00417116,1906,1926
USC00417140,1957,2024
USC00417170,1986,2024
USC00417173,1946,1967
USC00417179,1928,2024
USC00417182,1901,1988
USC00417184,1958,2024
USC00417186,1948,2012
USC00417205,1939,1964
USC00417206,1962,2024
USC00417215,1941,2024
USC00417232,1955,2024
USC00417262,1927,2012
USC00417300,1963,2023
USC00417327,1964,2024
USC00417336,1891,2008
USC00417358,1962,1974
USC00417388,2000,2024
USC00417426,1953,1975
USC00417431,1963,1984
USC00417458,1913,2024
USC00417481,1939,2000
USC00417497,1965,2000
USC00417529,1958,1984
USC00417530,1997,2017
USC00417533,1985,2011
USC00417580,1909,1928
USC00417588,1965,2024
USC00417622,1849,2024
USC00417624,2006,2024
USC00417633,1943,2006
USC00417669,1908,2017
USC00417677,1953,2011
USC00417678,1893,1924
USC00417680,1915,1935
USC00417704,1959,2024
USC00417705,1901,1952
USC00417706,1894,2024
USC00417730,1910,1936
USC00417743,1937,2024
USC00417779,1908,1926
USC00417782,1962,2020
USC00417841,1942,2024
USC00417873,1903,1944
USC00417920,1948,1996
USC00417921,1959,1977
USC00417936,1968,2024
USC00417940,1953,1975
USC00417944,1947,2024
USC00417947,1961,2024
USC00417948,1893,1935
USC00417951,1909,2024
USC00417952,1920,1975
USC00417983,1895,2024
USC00417992,1901,2000
USC00417994,2000,2024
USC00418022,1897,2013
USC00418040,1993,2024
USC00418059,1987,2024
USC00418081,1910,2017
USC00418160,1919,2003
USC00418169,1988,2012
USC00418186,1922,1972
USC00418201,1922,2023
USC00418221,1905,2006
USC00418236,1962,2018
USC00418252,1938,2011
USC00418274,1897,2024
USC00418305,1893,2002
USC00418323,1962,2024
USC00418354,1958,2018
USC00418415,1921,2021
USC00418433,1889,2024
USC00418435,1918,1950
USC00418445,1909,1928
USC00418446,1963,2024
USC00418449,1902,2024
USC00418487,1992,2017
USC00418523,1927,2003
USC00418561,1962,1978
USC00418566,1911,2024
USC00418568,1953,1970
USC00418583,1911,2024
USC00418630,1963,2019
USC00418646,1965,2018
USC00418692,1911,2019
USC00418721,1922,1952
USC00418728,1893,2024
USC00418743,1893,2024
USC00418761,1962,1984
USC00418818,1913,2024
USC00418845,1937,1965
USC00418861,1929,2000
USC00418862,2001,2024
USC00418910,1882,2002
USC00418924,2007,2023
USC00418926,1993,2011
USC00418942,1968,2024
USC00418944,1956,1968
USC00418996,1942,2023
USC00419014,1924,1999
USC00419016,2000,2024
USC00419031,1903,2010
USC00419068,1975,2004
USC00419088,1981,2024
USC00419101,1970,2024
USC00419147,1913,1931
USC00419163,1963,2024
USC00419175,1948,2024
USC00419176,1896,1919
USC00419191,1964,2024
USC00419207,1984,2024
USC00419214,1955,1984
USC00419265,1907,1985
USC00419267,1920,1946
USC00419268,1985,2003
USC00419270,1978,2023
USC00419295,1942,2024
USC00419330,1923,2012
USC00419346,1904,2007
USC00419361,1999,2021
USC00419365,1902,2002
USC00419367,1987,2024
USC00419380,2003,2024
USC00419417,1965,2023
USC00419421,1883,1940
USC00419480,1935,2015
USC00419491,1938,2024
USC00419499,1964,2024
USC00419522,1897,2012
USC00419532,1883,2024
USC00419559,1975,2024
USC00419565,1960,2018
USC00419588,1914,2024
USC00419711,1997,2024
USC00419715,1949,2020
USC00419734,1925,1943
USC00419754,2001,2016
USC00419772,1948,1964
USC00419800,1905,2024
USC00419842,1950,1964
USC00419847,1968,2023
USC00419916,1977,2024
USC00419952,1941,2024
USC00419966,1939,2009
USC00419976,1909,2008
USC00420050,1962,2001
USC00420061,1965,2024
USC00420072,1906,2024
USC00420074,1953,2024
USC00420086,1915,2024
USC00420113,1917,1952
USC00420157,1900,2008
USC00420168,1981,2024
USC00420194,1952,1972
USC00420201,1901,1975
USC00420336,1980,2024
USC00420487,1989,2020
USC00420490,1969,1996
USC00420506,1937,1983
USC00420519,1893,1990
USC00420527,1980,2021
USC00420688,1986,2024
USC00420699,1941,1974
USC00420716,1960,1992
USC00420730,1900,2024
USC00420738,1904,2024
USC00420757,1964,2006
USC00420788,1911,2024
USC00420802,1938,1993
USC00420820,1913,2014
USC00420849,1954,2024
USC00420924,1913,1974
USC00420928,1974,2024
USC00421007,1933,1959
USC00421008,1959,2024
USC00421020,1967,2024
USC00421144,1902,2024
USC00421149,1967,1984
USC00421163,1965,2024
USC00421168,1965,2024
USC00421171,1967,2024
USC00421214,1899,2024
USC00421241,1978,2009
USC00421259,2000,2024
USC00421260,1983,2024
USC00421272,1905,1961
USC00421273,1962,1983
USC00421308,1957,2018
USC00421432,1955,2009
USC00421440,1893,1967
USC00421446,1966,2024
USC00421472,1935,1967
USC00421500,1963,1984
USC00421590,1974,2017
USC00421731,1870,2006
USC00421759,1941,2024
USC00421792,1951,1980
USC00421918,1980,2024
USC00422057,1939,2024
USC00422101,1891,2024
USC00422116,1950,1984
USC00422150,1967,2004
USC00422173,1916,2024
USC00422235,1985,2008
USC00422253,1906,2024
USC00422257,1950,2013
USC00422385,1940,2024
USC00422418,1902,1992
USC00422424,1980,2009
USC00422484,1901,1978
USC00422558,1927,2024
USC00422561,1940,2008
USC00422578,1950,2024
USC00422592,1901,2024
USC00422607,1966,2024
USC00422625,1963,1984
USC00422696,1950,2024
USC00422721,1893,1965
USC00422726,1963,2015
USC00422798,1897,2024
USC00422828,1893,2024
USC00422852,1960,2015
USC00422864,1957,2024
USC00422996,1887,2024
USC00423012,1988,2024
USC00423032,1897,1912
USC00423046,1938,1967
USC00423056,1910,1966
USC00423097,1924,2014
USC00423122,1909,1979
USC00423138,1903,1990
USC00423183,1960,1982
USC00423220,1895,1906
USC00423254,2005,2024
USC00423260,1966,1990
USC00423320,1900,1949
USC00423348,1914,2024
USC00423418,1893,2006
USC00423486,1959,2011
USC00423514,1956,1990
USC00423600,1980,2024
USC00423624,1953,2024
USC00423671,1956,1989
USC00423809,1893,2013
USC00423842,1900,1920
USC00423896,1921,1992
USC00423968,1900,1962
USC00423980,1978,2023
USC00424100,1959,2023
USC00424135,1976,2013
USC00424174,1903,2024
USC00424321,2002,2020
USC00424342,1939,2024
USC00424362,1972,2013
USC00424467,1949,2024
USC00424508,1902,2024
USC00424527,1912,2013
USC00424575,1901,1929
USC00424755,1979,2024
USC00424764,1893,2009
USC00424856,1900,2024
USC00424946,1901,1978
USC00424947,1978,2024
USC00424968,1950,2024
USC00425025,1913,1939
USC00425040,1911,1930
USC00425065,1890,2024
USC00425082,1924,1975
USC00425138,1979,2024
USC00425148,1892,2024
USC00425182,1956,2024
USC00425183,1924,1941
USC00425186,1890,2024
USC00425190,1950,1978
USC00425194,1969,2024
USC00425219,1914,1957
USC00425229,1914,1953
USC00425247,1901,1966
USC00425252,1989,2018
USC00425268,1983,2009
USC00425377,1911,2024
USC00425402,1893,2024
USC00425477,1913,2023
USC00425483,1901,1913
USC00425582,1946,2018
USC00425607,1911,1981
USC00425610,1911,1969
USC00425654,1928,2005
USC00425733,1889,2024
USC00425805,1902,2011
USC00425807,2011,2024
USC00425812,1961,1989
USC00425826,1903,2023
USC00425837,1910,2024
USC00425892,1935,2024
USC00425969,1918,2024
USC00426053,1965,2024
USC00426076,1956,1974
USC00426123,1956,2024
USC00426135,1942,2024
USC00426181,1952,2024
USC00426340,1963,2024
USC00426357,1905,2024
USC00426400,1897,1940
USC00426404,1870,2010
USC00426405,2011,2024
USC00426414,1924,2009
USC00426455,1977,2003
USC00426534,1951,2014
USC00426538,1982,2010
USC00426551,1925,1949
USC00426568,1941,2024
USC00426601,1911,2024
USC00426640,1999,2024
USC00426644,1992,2024
USC00426648,1896,1991
USC00426658,1929,1990
USC00426686,1890,2024
USC00426708,1905,2024
USC00426869,1940,2024
USC00426874,1897,1923
USC00426897,1918,1969
USC00426919,1947,2024
USC00427015,1911,1968
USC00427026,1968,1994
USC00427064,1916,2024
USC00427068,1952,1976
USC00427165,1893,2024
USC00427260,1889,2024
USC00427271,1949,2024
USC00427318,1914,1991
USC00427395,1948,2022
USC00427408,1990,2024
USC00427516,1889,2024
USC00427525,1911,1929
USC00427557,1927,2011
USC00427559,1986,2024
USC00427576,1903,1942
USC00427578,1956,1991
USC00427606,1985,2020
USC00427608,1966,1978
USC00427655,1990,2004
USC00427661,1963,1987
USC00427686,1914,2024
USC00427714,1895,2024
USC00427720,1893,1984
USC00427724,1948,2024
USC00427729,1984,2024
USC00427800,1980,1995
USC00427846,1936,2024
USC00427909,1914,2024
USC00427931,1893,1991
USC00427959,1893,2002
USC00428119,1909,2024
USC00428465,1996,2008
USC00428474,1920,1988
USC00428476,2008,2024
USC00428478,1988,2008
USC00428600,1895,1919
USC00428668,1962,2009
USC00428672,1893,1913
USC00428674,1914,1943
USC00428705,1911,2022
USC00428733,1947,2019
USC00428771,1896,2024
USC00428817,1913,2009
USC00428828,1944,2024
USC00428847,1893,1999
USC00428900,1977,1989
USC00428922,1914,1990
USC00428973,1905,2024
USC00428978,1989,2024
USC00429111,1894,2024
USC00429133,1953,2024
USC00429136,1957,2017
USC00429152,1955,2008
USC00429165,1955,2024
USC00429320,1908,1928
USC00429346,1967,2024
USC00429368,1981,2024
USC00429514,1919,2005
USC00429595,1897,2024
USC00429717,1904,2024
USC00430193,2011,2024
USC00430277,1969,2016
USC00430499,1930,1997
USC00430563,1896,1969
USC00430690,1906,1968
USC00430841,1893,1942
USC00430922,1966,1981
USC00431072,1877,2015
USC00431243,1903,2013
USC00431360,1885,2000
USC00431363,2000,2014
USC00431565,2007,2024
USC00431580,1894,2024
USC00431657,1935,1947
USC00431786,1940,1999
USC00432314,2001,2024
USC00432698,1997,2012
USC00432769,1891,2017
USC00432773,2007,2024
USC00432843,1972,2014
USC00433240,1919,1932
USC00434120,1990,2024
USC00434150,1892,1911
USC00434189,1988,2014
USC00434290,2012,2024
USC00434603,1943,1958
USC00434882,1899,1981
USC00435044,1932,1972
USC00435132,1936,1968
USC00435273,2001,2021
USC00435376,1962,2024
USC00435416,1955,2023
USC00435542,1930,2023
USC00435632,1959,1979
USC00435733,1887,2018
USC00435740,1887,1994
USC00435768,2010,2024
USC00435982,2007,2024
USC00436020,1892,1925
USC00436391,1999,2024
USC00436500,1980,2013
USC00436761,1931,1997
USC00436893,1964,2020
USC00436995,1916,2024
USC00437025,1929,1956
USC00437026,1956,1977
USC00437032,1978,2010
USC00437054,1894,2024
USC00437098,1991,2015
USC00437152,1932,1981
USC00437401,1912,1968
USC00437607,1969,2024
USC00437612,1981,2024
USC00438160,1998,2015
USC00438169,2007,2024
USC00438172,1999,2017
USC00438556,1951,2024
USC00438600,1911,1998
USC00438640,2011,2024
USC00438815,1958,1992
USC00438905,1893,1919
USC00439099,1948,1998
USC00439691,1930,1948
USC00439764,1937,1960
USC00439984,1893,2024
USC00439988,2000,2024
USC00440021,1969,2024
USC00440090,1958,1975
USC00440097,1893,1962
USC00440187,1970,2024
USC00440243,1961,2024
USC00440327,1893,2024
USC00440385,1954,2015
USC00440411,1947,1967
USC00440551,1893,2006
USC00440670,1952,1987
USC00440720,1935,2012
USC00440735,1990,2024
USC00440737,1893,1912
USC00440765,1893,1952
USC00440766,1891,2024
USC00440792,1990,2011
USC00440835,1962,1979
USC00440860,1998,2015
USC00440956,1954,1978
USC00440982,1999,2011
USC00440993,1898,2017
USC00441037,1948,1969
USC00441082,1953,2024
USC00441121,1917,2013
USC00441200,1894,1945
USC00441209,1896,2024
USC00441322,1972,2024
USC00441362,1948,1970
USC00441471,1910,1977
USC00441585,1947,2015
USC00441593,1837,2024
USC00441598,1930,1971
USC00441606,1947,2024
USC00441614,1923,2024
USC00441636,1948,1976
USC00441675,1952,1976
USC00441690,1924,1941
USC00441692,1995,2024
USC00441746,1948,2024
USC00441825,1993,2024
USC00441913,1963,2002
USC00441929,1898,1986
USC00442009,1959,2024
USC00442044,1960,2024
USC00442138,1941,1961
USC00442142,1976,2024
USC00442155,1907,1990
USC00442208,1880,2024
USC00442237,1917,1958
USC00442245,1916,2024
USC00442368,1909,1980
USC00442400,2006,2024
USC00442635,1909,2015
USC00442663,1996,2015
USC00442729,1940,1983
USC00442782,1913,1951
USC00442790,1893,2024
USC00442922,1950,1970
USC00442941,1897,2021
USC00443071,1933,2005
USC00443127,1950,1970
USC00443192,1893,1997
USC00443204,1995,2024
USC00443213,2007,2024
USC00443229,1995,2024
USC00443267,1955,2016
USC00443272,1907,2024
USC00443310,1980,2024
USC00443397,1932,1980
USC00443565,2004,2014
USC00443640,1960,2024
USC00443695,1955,1977
USC00443713,1893,2012
USC00444044,1933,2018
USC00444101,1916,2024
USC00444128,1893,2024
USC00444414,1948,2024
USC00444600,1979,1998
USC00444768,1919,2010
USC00444777,1989,2024
USC00444876,1861,2024
USC00444909,1900,2024
USC00445050,1916,2024
USC00445096,1941,2024
USC00445117,1998,2012
USC00445121,1893,1944
USC00445213,1895,1983
USC00445266,1891,1928
USC00445271,1960,1989
USC00445300,1937,2024
USC00445338,1950,1999
USC00445453,1968,2024
USC00445595,1998,2024
USC00445698,1895,1989
USC00445700,1982,2016
USC00445784,1911,1948
USC00445828,1971,1997
USC00445851,1915,2017
USC00445880,1994,2024
USC00445931,1956,1976
USC00446004,1905,1976
USC00446054,1898,1980
USC00446125,2006,2024
USC00446144,1948,1965
USC00446147,2003,2024
USC00446161,2002,2024
USC00446362,1918,1955
USC00446475,1955,2024
USC00446491,1994,2024
USC00446533,1952,1976
USC00446573,1958,1976
USC00446626,1931,2024
USC00446656,1980,2024
USC00446692,1953,2015
USC00446712,1907,2024
USC00446906,1950,1969
USC00446955,1920,2024
USC00446979,1896,1976
USC00446999,2005,2024
USC00447174,1989,2024
USC00447275,1901,1965
USC00447278,1998,2024
USC00447330,1940,1975
USC00447338,1894,2024
USC00447435,1893,1931
USC00447501,1930,1948
USC00447506,1894,2024
USC00447541,2002,2016
USC00447904,1995,2024
USC00447925,1977,2024
USC00447985,1998,2024
USC00448022,1970,2024
USC00448046,1994,2011
USC00448062,1868,2024
USC00448080,1893,1911
USC00448084,1962,2024
USC00448129,1960,2022
USC00448169,1913,1960
USC00448170,1960,2024
USC00448192,1945,2024
USC00448224,1954,1970
USC00448323,1952,2001
USC00448448,1941,1990
USC00448600,1963,2015
USC00448737,1948,2024
USC00448800,1982,2024
USC00448829,1932,2024
USC00448837,2004,2024
USC00448888,1897,2015
USC00448894,1893,2024
USC00448902,1955,1994
USC00448938,1945,1970
USC00448941,2000,2024
USC00449020,1898,1923
USC00449025,1954,2024
USC00449146,1897,1950
USC00449151,1900,2024
USC00449181,1982,2020
USC00449186,1912,2024
USC00449215,1955,2024
USC00449263,1896,2022
USC00449301,1893,2024
USC00450008,1891,2022
USC00450013,1927,2004
USC00450094,1917,1954
USC00450176,1905,2016
USC00450184,1912,1981
USC00450217,1959,2010
USC00450456,1970,2022
USC00450482,1929,2024
USC00450564,1915,1985
USC00450569,1895,1941
USC00450587,1857,2023
USC00450628,1905,1964
USC00450668,1928,2018
USC00450729,1893,2021
USC00450749,1927,1949
USC00450826,1931,1959
USC00450844,1965,2024
USC00450872,1899,2024
USC00450882,1910,1936
USC00450945,1913,2012
USC00450969,1910,1967
USC00451160,1977,2024
USC00451189,1917,1941
USC00451233,1909,2024
USC00451237,1894,1907
USC00451276,1893,2021
USC00451350,1958,2024
USC00451362,1904,1955
USC00451381,1926,1958
USC00451385,1959,1984
USC00451395,1925,2024
USC00451400,1949,2020
USC00451465,1927,1976
USC00451474,1937,1959
USC00451484,1903,2024
USC00451496,1896,2017
USC00451504,1899,2024
USC00451586,1892,1994
USC00451630,1899,2024
USC00451650,1937,1987
USC00451654,1859,1993
USC00451666,1894,2015
USC00451679,1906,2024
USC00451690,1960,2003
USC00451759,1906,1918
USC00451760,1959,2024
USC00451767,1934,2024
USC00451783,1895,2020
USC00451830,1899,1912
USC00451934,1914,1971
USC00451939,1973,2024
USC00451992,1912,2020
USC00452007,1893,2024
USC00452030,1891,2024
USC00452066,1911,2015
USC00452157,1915,2024
USC00452376,1891,1912
USC00452384,1932,2024
USC00452493,1943,1980
USC00452505,1884,2024
USC00452531,1896,2024
USC00452540,1954,1973
USC00452542,1974,2007
USC00452548,1942,2017
USC00452563,1989,2024
USC00452609,1903,1971
USC00452675,1894,2024
USC00452914,1907,2024
USC00453160,1914,1983
USC00453177,1966,2004
USC00453184,1979,2012
USC00453222,1905,2022
USC00453226,1905,1995
USC00453268,1894,1906
USC00453284,1907,1995
USC00453320,1948,2011
USC00453333,1962,2012
USC00453357,1939,1981
USC00453386,1955,1969
USC00453444,1912,1995
USC00453515,1961,2020
USC00453529,1929,2020
USC00453546,1905,2024
USC00453728,1930,1957
USC00453730,1962,2024
USC00453804,1948,2013
USC00453826,1987,2024
USC00453883,1957,2023
USC00453903,1940,1975
USC00454035,1959,1972
USC00454154,1884,2024
USC00454159,1950,1974
USC00454169,1912,2022
USC00454178,1909,1939
USC00454187,1915,1945
USC00454201,1941,1980
USC00454286,1905,1965
USC00454328,1896,1940
USC00454338,1908,2021
USC00454360,1954,1983
USC00454394,1913,1977
USC00454406,1908,1977
USC00454414,1913,1977
USC00454430,1891,1958
USC00454486,1916,2024
USC00454549,1910,1986
USC00454572,1914,2024
USC00454679,1931,2024
USC00454702,1963,1979
USC00454748,1883,2018
USC00454752,1922,1967
USC00454764,1909,2024
USC00454769,1925,2024
USC00454841,1962,2006
USC00454884,1892,1910
USC00455028,1913,1958
USC00455086,2011,2024
USC00455110,1980,2024
USC00455133,1966,2024
USC00455224,1941,2012
USC00455231,1954,2007
USC00455317,1926,1965
USC00455326,1970,2017
USC00455525,1929,2024
USC00455613,1947,1979
USC00455656,1899,1946
USC00455659,1924,2024
USC00455663,1926,1951
USC00455670,1900,1921
USC00455674,1953,1972
USC00455678,1956,2005
USC00455686,1892,1945
USC00455688,1946,2018
USC00455704,1939,2024
USC00455736,1910,1947
USC00455774,1950,2023
USC00455832,1915,1989
USC00455840,1959,2024
USC00455844,1909,2024
USC00455946,1899,2024
USC00456011,1916,1997
USC00456039,1903,2023
USC00456073,1926,1950
USC00456096,1890,2016
USC00456109,1877,1955
USC00456121,1973,2005
USC00456123,1909,2015
USC00456188,1909,1960
USC00456215,1941,1999
USC00456262,1924,2019
USC00456295,1924,2024
USC00456385,1943,1966
USC00456534,1937,2024
USC00456553,1965,1979
USC00456584,1947,1979
USC00456610,1891,2020
USC00456624,1891,2008
USC00456678,1859,2010
USC00456747,1957,2024
USC00456753,1933,1949
USC00456763,1912,1962
USC00456768,1925,2024
USC00456784,1893,1954
USC00456789,1893,2024
USC00456803,1914,1995
USC00456846,1920,2024
USC00456864,1906,1976
USC00456875,1924,1952
USC00456880,1941,2024
USC00456892,1926,1973
USC00456894,1909,1978
USC00456898,1916,2024
USC00456914,1895,2024
USC00456974,1899,2023
USC00457015,1944,2024
USC00457038,1917,1977
USC00457059,1916,2024
USC00457105,1913,1946
USC00457180,1893,2024
USC00457185,1960,2024
USC00457223,1925,1956
USC00457247,2009,2024
USC00457267,1963,2020
USC00457319,1936,1997
USC00457342,1968,2020
USC00457459,1961,1986
USC00457478,1909,1983
USC00457507,1896,2024
USC00457522,1998,2024
USC00457538,1916,1980
USC00457544,1980,2024
USC00457584,1931,1999
USC00457657,1910,2015
USC00457680,1906,1943
USC00457690,1909,1958
USC00457696,1965,2024
USC00457727,1951,2008
USC00457756,1894,1920
USC00457773,1899,2008
USC00457781,1916,1972
USC00457919,1932,1956
USC00457933,1881,2013
USC00457941,1996,2024
USC00457956,1932,1982
USC00458034,1924,2024
USC00458059,1906,2024
USC00458089,1939,1994
USC00458115,1911,1963
USC00458190,1908,1920
USC00458207,1894,2013
USC00458278,1982,2024
USC00458442,1934,1971
USC00458508,1965,2024
USC00458520,1984,2004
USC00458521,2012,2024
USC00458540,1905,1940
USC00458579,1902,1961
USC00458715,1965,2024
USC00458773,1849,2024
USC00458802,1887,1955
USC00458903,1904,1944
USC00458926,1872,1977
USC00458959,1915,2013
USC00458999,1950,1964
USC00459012,1890,2019
USC00459024,1927,1965
USC00459058,1958,2007
USC00459074,1912,2024
USC00459077,1899,1937
USC00459079,1971,1997
USC00459183,1911,1952
USC00459191,1927,1981
USC00459200,1962,2024
USC00459238,1892,2024
USC00459291,1895,1979
USC00459327,1948,1980
USC00459342,1931,1977
USC00459376,1906,2024
USC00459463,1998,2008
USC00460102,1944,2024
USC00460202,1999,2020
USC00460249,1908,1974
USC00460355,1944,2003
USC00460450,1900,1939
USC00460509,1944,2024
USC00460527,1902,2024
USC00460580,1896,2024
USC00460633,1963,2011
USC00460679,1923,1964
USC00460687,1900,1985
USC00460710,1904,1975
USC00460844,1949,1964
USC00460918,1891,1960
USC00460925,1998,2024
USC00460939,1943,2013
USC00461083,1917,1989
USC00461091,1916,1949
USC00461173,1923,1954
USC00461215,1960,2022
USC00461220,1891,2024
USC00461260,1893,1926
USC00461290,2006,2024
USC00461319,1904,1961
USC00461324,1973,2024
USC00461328,1899,1981
USC00461330,1900,2004
USC00461393,1944,1996
USC00461397,1993,2024
USC00461575,1892,1974
USC00461579,1996,2024
USC00461677,1923,2024
USC00461723,1985,2006
USC00461900,1978,2015
USC00461959,1963,1993
USC00462013,1943,1959
USC00462054,1894,2004
USC00462095,1901,1922
USC00462211,2002,2024
USC00462522,1971,2024
USC00462709,1892,2008
USC00462920,1905,2024
USC00463072,1931,1999
USC00463215,1906,2009
USC00463251,2001,2023
USC00463353,1920,1989
USC00463361,1951,2024
USC00463464,1975,2015
USC00463544,1891,2024
USC00463630,1891,1963
USC00463648,1941,2022
USC00463672,1895,1925
USC00463798,1999,2024
USC00463846,1899,2014
USC00463932,1958,1975
USC00463940,2005,2023
USC00463974,1933,1971
USC00464170,1895,1949
USC00464200,1949,2024
USC00464378,1891,1957
USC00464388,1949,1967
USC00464397,1967,2015
USC00464455,1937,1947
USC00464470,1923,1948
USC00464559,1923,1937
USC00464763,1930,1994
USC00464840,1996,2024
USC00464956,1963,1994
USC00464971,1942,2021
USC00465002,1928,2019
USC00465224,1854,2024
USC00465353,1901,2024
USC00465365,1936,2024
USC00465445,1897,1942
USC00465453,2002,2013
USC00465563,1894,2024
USC00465621,1901,1979
USC00465626,1901,2019
USC00465672,1893,2015
USC00465705,1891,1944
USC00465706,1998,2024
USC00465739,1937,2001
USC00465871,1955,1988
USC00465875,1989,2024
USC00465963,1941,2024
USC00466163,1892,2017
USC00466168,1949,1964
USC00466207,1874,1952
USC00466212,1944,2024
USC00466248,1963,2024
USC00466250,1901,1926
USC00466284,2001,2024
USC00466325,1990,2024
USC00466442,1892,2024
USC00466467,1894,1975
USC00466565,1891,1916
USC00466591,1941,2012
USC00466600,1997,2024
USC00466867,1899,2021
USC00466912,2001,2024
USC00466952,1948,2023
USC00466982,1896,2009
USC00466991,1902,1986
USC00467001,1902,1994
USC00467004,1914,1966
USC00467018,1981,2024
USC00467029,1908,2021
USC00467105,1891,1954
USC00467112,1962,1973
USC00467135,1894,1920
USC00467207,1900,1914
USC00467306,1930,1955
USC00467352,1923,1980
USC00467372,1999,2024
USC00467427,1965,1978
USC00467504,1930,1960
USC00467513,1986,2012
USC00467552,1941,2024
USC00467614,1900,1939
USC00467649,1993,2024
USC00467730,1896,2024
USC00467743,2011,2024
USC00467785,1942,2017
USC00467846,1902,1944
USC00467918,1997,2020
USC00468051,1939,2000
USC00468282,1903,1927
USC00468308,1975,2024
USC00468351,1998,2011
USC00468384,1892,2024
USC00468433,1951,1988
USC00468522,1999,2024
USC00468614,1967,2024
USC00468652,1905,1948
USC00468662,1966,2024
USC00468777,1948,2019
USC00468986,2000,2024
USC00469011,1902,2012
USC00469049,1897,2015
USC00469072,1923,1954
USC00469281,1917,2016
USC00469333,1902,2011
USC00469336,1990,2011
USC00469345,1950,1976
USC00469368,1899,2004
USC00469436,1894,2012
USC00469458,1971,2024
USC00469482,1987,2024
USC00469483,1891,1933
USC00469492,1926,1976
USC00469522,1895,2024
USC00469605,1900,1993
USC00469610,1993,2024
USC00469683,1900,2024
USC00470045,1987,2024
USC00470124,1939,2024
USC00470175,1922,2024
USC00470205,1893,1908
USC00470239,1894,2010
USC00470265,1893,2024
USC00470273,1971,2024
USC00470307,1931,1971
USC00470308,1962,2024
USC00470347,1998,2024
USC00470349,1893,1994
USC00470382,2003,2024
USC00470486,1948,2023
USC00470516,1893,2024
USC00470565,1893,1921
USC00470603,1893,2005
USC00470645,1893,2024
USC00470652,2009,2024
USC00470696,1875,2024
USC00470742,2004,2024
USC00470773,1983,2024
USC00470786,1910,1971
USC00470882,1925,2009
USC00470904,1945,2024
USC00470991,1894,2002
USC00471044,1959,1998
USC00471062,2007,2024
USC00471064,1998,2024
USC00471078,1897,2024
USC00471131,1928,2024
USC00471139,1936,1989
USC00471205,1951,2024
USC00471213,1903,1970
USC00471249,1997,2024
USC00471280,1949,2009
USC00471295,1907,1924
USC00471416,1959,2018
USC00471568,1894,2024
USC00471604,2009,2024
USC00471605,2008,2024
USC00471667,2001,2024
USC00471676,1952,2024
USC00471708,1921,1984
USC00471836,1912,1937
USC00471847,1951,2024
USC00471875,1893,1934
USC00471897,1948,2024
USC00471923,1932,2024
USC00471970,1944,2007
USC00471978,1919,2011
USC00472001,1901,2024
USC00472050,1893,1922
USC00472051,2011,2024
USC00472055,2007,2024
USC00472165,1959,2014
USC00472173,1896,2024
USC00472209,1902,1937
USC00472240,1962,2005
USC00472279,2007,2024
USC00472314,1939,2024
USC00472423,1891,1980
USC00472425,2005,2024
USC00472507,1939,1981
USC00472556,1908,2024
USC00472626,2008,2024
USC00472678,1959,2002
USC00472822,1893,1935
USC00472826,1997,2024
